id_conf,run_id,mutation,neighbor,H,stop,nb solutions,hv,spacing,duration_batch
71,3,0.2,0.15,8,200,42,0.546869348012467,0.15810152514309955,8.993594598770141
71,4,0.2,0.15,8,200,82,0.5805923486253349,0.07605948990094422,8.993594598770141
60,0,0.4,0.2,25,100,97,0.5423435605030396,0.09556795065144202,72.9636688709259
60,1,0.4,0.2,25,100,57,0.592044305925299,0.11783785793973045,72.9636688709259
60,2,0.4,0.2,25,100,33,0.5749127421773781,0.14913019543804037,72.9636688709259
60,3,0.4,0.2,25,100,102,0.5643342505511378,0.1086861014717378,72.9636688709259
60,4,0.4,0.2,25,100,53,0.5910952877640019,0.1635330115990134,72.9636688709259
68,0,0.1,0.2,8,200,55,0.5399794771216034,0.11457679950337937,18.548482847213744
68,1,0.1,0.2,8,200,91,0.5656049352284518,0.08249066603434727,18.548482847213744
68,2,0.1,0.2,8,200,80,0.5688853412825341,0.13469107367015193,18.548482847213744
68,3,0.1,0.2,8,200,44,0.5160382255151332,0.1654895392054685,18.548482847213744
68,4,0.1,0.2,8,200,67,0.5771427700973223,0.12594617936764121,18.548482847213744
69,0,0.2,0.05,8,200,109,0.5784396290879206,0.07579439647251184,19.59364504814148
69,1,0.2,0.05,8,200,88,0.5857387235597152,0.08757775651153292,19.59364504814148
69,2,0.2,0.05,8,200,59,0.5799127795613573,0.08428548742024386,19.59364504814148
69,3,0.2,0.05,8,200,122,0.5739208515598341,0.07997168731027245,19.59364504814148
69,4,0.2,0.05,8,200,72,0.567472710425535,0.11142848245056629,19.59364504814148
70,0,0.2,0.1,8,200,66,0.5670424803156535,0.10556908596997863,19.67511649131775
70,1,0.2,0.1,8,200,57,0.5886150163698761,0.08317622864693575,19.67511649131775
70,2,0.2,0.1,8,200,88,0.5761435663542057,0.08556318455018527,19.67511649131775
70,3,0.2,0.1,8,200,52,0.5599203382199821,0.12169104229171625,19.67511649131775
70,4,0.2,0.1,8,200,43,0.5563176157113332,0.15530056458859268,19.67511649131775
74,0,0.4,0.1,8,200,50,0.563136782084025,0.13180637818566124,10.712111377716065
74,1,0.4,0.1,8,200,62,0.5828445598761837,0.10602675419393855,10.712111377716065
74,2,0.4,0.1,8,200,60,0.5958922394111733,0.08794858489572245,10.712111377716065
74,3,0.4,0.1,8,200,86,0.6037248155225107,0.10171242926791242,10.712111377716065
74,4,0.4,0.1,8,200,33,0.5888583979584241,0.1592998320426027,10.712111377716065
72,0,0.2,0.2,8,200,50,0.5862442195039957,0.12610686217238998,19.92743000984192
72,1,0.2,0.2,8,200,48,0.5826760735721036,0.1609623104209398,19.92743000984192
72,2,0.2,0.2,8,200,82,0.5863313530953808,0.09738590708620043,19.92743000984192
72,3,0.2,0.2,8,200,37,0.5771414858815138,0.15853065910368658,19.92743000984192
72,4,0.2,0.2,8,200,102,0.5993306940040027,0.07753277552811828,19.92743000984192
73,0,0.4,0.05,8,200,29,0.5584051347594491,0.13650049523051389,19.667102432250978
73,1,0.4,0.05,8,200,76,0.5613990963966469,0.10549139199944914,19.667102432250978
73,2,0.4,0.05,8,200,75,0.6043225611745933,0.09873665446216094,19.667102432250978
73,3,0.4,0.05,8,200,51,0.5489155337283537,0.1001275249644988,19.667102432250978
73,4,0.4,0.05,8,200,61,0.5930780308874278,0.10574337959952974,19.667102432250978
76,0,0.4,0.2,8,200,57,0.5922993553379071,0.08600795866422274,15.471894788742066
76,1,0.4,0.2,8,200,60,0.5932014002017368,0.10842385832963032,15.471894788742066
76,2,0.4,0.2,8,200,61,0.5962894770706249,0.10853712969110242,15.471894788742066
76,3,0.4,0.2,8,200,68,0.5902104177329431,0.08841153220205127,15.471894788742066
76,4,0.4,0.2,8,200,86,0.5998939633114351,0.09052925784724636,15.471894788742066
75,0,0.4,0.15,8,200,63,0.585702555763374,0.08666187206477105,19.36911497116089
75,1,0.4,0.15,8,200,103,0.5883164280835429,0.07918503510660144,19.36911497116089
75,2,0.4,0.15,8,200,51,0.5834944519882458,0.11622425396655385,19.36911497116089
75,3,0.4,0.15,8,200,56,0.6014491530945641,0.08144562282039267,19.36911497116089
75,4,0.4,0.15,8,200,65,0.5900718594272694,0.10377709269023774,19.36911497116089
79,0,0.5,0.15,8,200,40,0.5865049072606682,0.11804292776187497,11.2209144115448
79,1,0.5,0.15,8,200,57,0.581039033401102,0.10607428797918615,11.2209144115448
79,2,0.5,0.15,8,200,35,0.5560382750989359,0.17061530174405648,11.2209144115448
79,3,0.5,0.15,8,200,46,0.5500780768856184,0.10966557595997817,11.2209144115448
79,4,0.5,0.15,8,200,63,0.576646213898817,0.09257450388011021,11.2209144115448
77,0,0.5,0.05,8,200,115,0.6127505817384498,0.0755833699657776,19.375772047042847
77,1,0.5,0.05,8,200,126,0.5961048145543619,0.07297210353563287,19.375772047042847
77,2,0.5,0.05,8,200,61,0.5794623731693404,0.1202140137539535,19.375772047042847
77,3,0.5,0.05,8,200,91,0.5971058670207037,0.07218304468030234,19.375772047042847
77,4,0.5,0.05,8,200,91,0.59653619420535,0.08652315431783315,19.375772047042847
78,0,0.5,0.1,8,200,69,0.5610156417723269,0.09484964201840103,19.395522832870483
78,1,0.5,0.1,8,200,73,0.5961447920704009,0.10524017676487718,19.395522832870483
78,2,0.5,0.1,8,200,27,0.5631692659414945,0.12067214151551997,19.395522832870483
78,3,0.5,0.1,8,200,71,0.5747657355898543,0.1055606597985655,19.395522832870483
78,4,0.5,0.1,8,200,36,0.5520085125727031,0.15521891284474312,19.395522832870483
61,0,0.5,0.05,25,100,95,0.5934026751632341,0.08854550154383964,79.14382820129394
61,1,0.5,0.05,25,100,70,0.5912135646502502,0.12571341851993723,79.14382820129394
61,2,0.5,0.05,25,100,68,0.5918898118182223,0.10664864202012253,79.14382820129394
61,3,0.5,0.05,25,100,94,0.5562846802090899,0.10047998265946158,79.14382820129394
61,4,0.5,0.05,25,100,62,0.5833822280047359,0.11215856473680866,79.14382820129394
80,0,0.5,0.2,8,200,86,0.5721450774784814,0.08267984312962315,19.513013219833375
80,1,0.5,0.2,8,200,111,0.5928597498385842,0.07513750313205593,19.513013219833375
80,2,0.5,0.2,8,200,86,0.5777032130713414,0.08131792530942109,19.513013219833375
80,3,0.5,0.2,8,200,49,0.5714259983750505,0.09813102678842231,19.513013219833375
80,4,0.5,0.2,8,200,66,0.5791142291800062,0.11385429375510137,19.513013219833375
62,0,0.5,0.1,25,100,56,0.506890548379884,0.14545104233163766,71.59613924026489
62,1,0.5,0.1,25,100,96,0.6020125288373832,0.09368118535545783,71.59613924026489
62,2,0.5,0.1,25,100,152,0.6117834637853907,0.06703008285556422,71.59613924026489
62,3,0.5,0.1,25,100,149,0.6006823499745088,0.07679529536389017,71.59613924026489
62,4,0.5,0.1,25,100,71,0.5999563997115787,0.08174462017094279,71.59613924026489
82,0,0.1,0.1,10,200,51,0.5600081264099149,0.1309185411645294,20.741486406326295
82,1,0.1,0.1,10,200,53,0.5829200683090994,0.13975524048329924,20.741486406326295
82,2,0.1,0.1,10,200,49,0.5860989644535372,0.09594922527145709,20.741486406326295
82,3,0.1,0.1,10,200,67,0.5741658861071811,0.12257245322752801,20.741486406326295
82,4,0.1,0.1,10,200,87,0.5627887603597124,0.10637812155404988,20.741486406326295
63,0,0.5,0.15,25,100,74,0.5967020311483864,0.09980925823636759,79.8445164680481
63,1,0.5,0.15,25,100,131,0.6003056116005434,0.07184701074852314,79.8445164680481
63,2,0.5,0.15,25,100,80,0.5898942138796919,0.10731496742316898,79.8445164680481
63,3,0.5,0.15,25,100,58,0.584391167668295,0.1021199523896883,79.8445164680481
63,4,0.5,0.15,25,100,84,0.5984476210309199,0.1187947942330132,79.8445164680481
81,0,0.1,0.05,10,200,129,0.5608139919503331,0.08967614992387338,28.984727525711058
81,1,0.1,0.05,10,200,220,0.5658928438928227,0.07273839087681538,28.984727525711058
81,2,0.1,0.05,10,200,163,0.5539084652482066,0.0695480704559824,28.984727525711058
81,3,0.1,0.05,10,200,54,0.5530851550405181,0.11819629979129564,28.984727525711058
81,4,0.1,0.05,10,200,179,0.5696466072734159,0.07674187915578434,28.984727525711058
83,0,0.1,0.15,10,200,108,0.5928766443831694,0.07195799814988364,28.985151767730713
83,1,0.1,0.15,10,200,39,0.5826597202246807,0.14064962344397866,28.985151767730713
83,2,0.1,0.15,10,200,87,0.5404826269767871,0.09696463022430522,28.985151767730713
83,3,0.1,0.15,10,200,24,0.5423579042204179,0.16404848131751748,28.985151767730713
83,4,0.1,0.15,10,200,73,0.5534666103626643,0.11944608065263576,28.985151767730713
87,0,0.2,0.15,10,200,75,0.5632019311524351,0.09432811908499726,17.486226415634157
87,1,0.2,0.15,10,200,58,0.5839915675224643,0.11807265592713084,17.486226415634157
87,2,0.2,0.15,10,200,101,0.590785836589553,0.09584925103501804,17.486226415634157
87,3,0.2,0.15,10,200,61,0.5631793828384704,0.11387063054877578,17.486226415634157
87,4,0.2,0.15,10,200,27,0.5814178258985376,0.13081915717731074,17.486226415634157
84,0,0.1,0.2,10,200,119,0.596890284907314,0.10893059591435313,27.94470348358154
84,1,0.1,0.2,10,200,86,0.5295560187025283,0.10227761431493022,27.94470348358154
84,2,0.1,0.2,10,200,63,0.5436178439690577,0.15909231197459,27.94470348358154
84,3,0.1,0.2,10,200,69,0.5352914721728302,0.06876632019659662,27.94470348358154
84,4,0.1,0.2,10,200,30,0.5649711510585131,0.20594867124415772,27.94470348358154
64,0,0.5,0.2,25,100,116,0.6058954292500985,0.08228939147924672,84.379421043396
64,1,0.5,0.2,25,100,83,0.5974403161434558,0.10006350476221285,84.379421043396
64,2,0.5,0.2,25,100,71,0.5783162075675908,0.14172541594756327,84.379421043396
64,3,0.5,0.2,25,100,78,0.5796081738402503,0.11212422419184619,84.379421043396
64,4,0.5,0.2,25,100,113,0.5946489345825086,0.07186269220490579,84.379421043396
89,0,0.4,0.05,10,200,91,0.5760119591912523,0.0839425685494126,23.40199112892151
89,1,0.4,0.05,10,200,91,0.5670109649309424,0.08694455470975089,23.40199112892151
89,2,0.4,0.05,10,200,92,0.584804415041231,0.09070972296321281,23.40199112892151
89,3,0.4,0.05,10,200,85,0.5528089938503268,0.09467329759531247,23.40199112892151
89,4,0.4,0.05,10,200,97,0.5854194560336226,0.09079307067763634,23.40199112892151
86,0,0.2,0.1,10,200,49,0.6005428291274937,0.17233994371898687,28.096637582778932
86,1,0.2,0.1,10,200,67,0.5759376624008157,0.10199471594079752,28.096637582778932
86,2,0.2,0.1,10,200,45,0.5928104721488896,0.11309736928975102,28.096637582778932
86,3,0.2,0.1,10,200,60,0.565215159893038,0.10385368583059267,28.096637582778932
86,4,0.2,0.1,10,200,40,0.5350609922149531,0.1779757170623754,28.096637582778932
85,0,0.2,0.05,10,200,166,0.5604280662875943,0.08963483783356972,28.65157470703125
85,1,0.2,0.05,10,200,162,0.5661156905145024,0.06413343332782802,28.65157470703125
85,2,0.2,0.05,10,200,146,0.5669008822085841,0.07899841278484321,28.65157470703125
85,3,0.2,0.05,10,200,39,0.5532479337723756,0.11665639417541937,28.65157470703125
85,4,0.2,0.05,10,200,126,0.5592577300725189,0.06453346187595144,28.65157470703125
90,0,0.4,0.1,10,200,82,0.5840960101327847,0.0960116064703786,20.009783840179445
90,1,0.4,0.1,10,200,64,0.5815136760335025,0.10000888889664131,20.009783840179445
90,2,0.4,0.1,10,200,49,0.5846795263447184,0.1303190564018934,20.009783840179445
90,3,0.4,0.1,10,200,105,0.604651955446516,0.0722384835854818,20.009783840179445
90,4,0.4,0.1,10,200,74,0.5736032289314646,0.09421933118405965,20.009783840179445
88,0,0.2,0.2,10,200,132,0.5810342281644237,0.07524554698087932,28.78317732810974
88,1,0.2,0.2,10,200,115,0.598530790500861,0.06919029988105706,28.78317732810974
88,2,0.2,0.2,10,200,81,0.5891001708226398,0.09096147944759757,28.78317732810974
88,3,0.2,0.2,10,200,69,0.5773375793945483,0.11693978904445021,28.78317732810974
88,4,0.2,0.2,10,200,36,0.5569100217707214,0.11301876815921175,28.78317732810974
91,0,0.4,0.15,10,200,80,0.5870469171207043,0.12308375377643946,29.19211702346802
91,1,0.4,0.15,10,200,121,0.6098211431488693,0.07911551835798838,29.19211702346802
91,2,0.4,0.15,10,200,141,0.5959641391008986,0.08425649367623807,29.19211702346802
91,3,0.4,0.15,10,200,124,0.5975673150666208,0.0801255532066213,29.19211702346802
91,4,0.4,0.15,10,200,90,0.5904965720409832,0.08518956432915466,29.19211702346802
92,0,0.4,0.2,10,200,46,0.5780000273611379,0.09783516396096921,29.563734674453734
92,1,0.4,0.2,10,200,115,0.6025237558481943,0.09368531982069317,29.563734674453734
92,2,0.4,0.2,10,200,73,0.5926428603806612,0.10889987956348372,29.563734674453734
92,3,0.4,0.2,10,200,58,0.5825013561168602,0.10333638954368816,29.563734674453734
92,4,0.4,0.2,10,200,47,0.5841425910452679,0.13222522369840245,29.563734674453734
94,0,0.5,0.1,10,200,35,0.5770794195168203,0.15024927735651228,26.864715814590454
94,1,0.5,0.1,10,200,56,0.5864226105072017,0.11251204431839935,26.864715814590454
94,2,0.5,0.1,10,200,74,0.5828825456030968,0.08494977268624318,26.864715814590454
94,3,0.5,0.1,10,200,92,0.5893972244544454,0.08961634887615447,26.864715814590454
94,4,0.5,0.1,10,200,79,0.5844818301617772,0.10358874937433789,26.864715814590454
93,0,0.5,0.05,10,200,77,0.5647090357051979,0.09515127913799586,29.04511127471924
93,1,0.5,0.05,10,200,111,0.5842338837741067,0.09642681778324895,29.04511127471924
93,2,0.5,0.05,10,200,171,0.5909279928491905,0.07923368351237693,29.04511127471924
93,3,0.5,0.05,10,200,61,0.5472478532863636,0.1099785184356104,29.04511127471924
93,4,0.5,0.05,10,200,158,0.5863551493484701,0.06966333582295557,29.04511127471924
95,0,0.5,0.15,10,200,50,0.596649430624818,0.11392702548796742,27.9235857963562
95,1,0.5,0.15,10,200,40,0.577540718537574,0.13436094947648783,27.9235857963562
95,2,0.5,0.15,10,200,88,0.5919665381934667,0.1005454647911045,27.9235857963562
95,3,0.5,0.15,10,200,113,0.5877567882550128,0.0978370548901119,27.9235857963562
95,4,0.5,0.15,10,200,88,0.5762353908468625,0.08274055656889726,27.9235857963562
96,0,0.5,0.2,10,200,125,0.5943328471230769,0.059208835648355024,28.08597512245178
96,1,0.5,0.2,10,200,136,0.6032138901839195,0.07376009863058408,28.08597512245178
96,2,0.5,0.2,10,200,124,0.5787572689767814,0.07170553515829745,28.08597512245178
96,3,0.5,0.2,10,200,59,0.5732566862703689,0.12117851708465874,28.08597512245178
96,4,0.5,0.2,10,200,39,0.5893252546399327,0.1426920064936627,28.08597512245178
100,0,0.1,0.2,15,200,74,0.5855142625153285,0.08332711611324653,28.539371156692503
100,1,0.1,0.2,15,200,61,0.5508683175167222,0.100451416200839,28.539371156692503
100,2,0.1,0.2,15,200,110,0.5739088200393849,0.08704284627313372,28.539371156692503
100,3,0.1,0.2,15,200,83,0.5831336292858408,0.1159942445269873,28.539371156692503
100,4,0.1,0.2,15,200,93,0.591803760268046,0.10697070072601436,28.539371156692503
97,0,0.1,0.05,15,200,121,0.5945879942910312,0.08397795615503628,58.0486545085907
97,1,0.1,0.05,15,200,47,0.5491739788322585,0.12249402128933594,58.0486545085907
97,2,0.1,0.05,15,200,65,0.58070998829935,0.113246994581329,58.0486545085907
97,3,0.1,0.05,15,200,81,0.5621389337198891,0.10084775425549364,58.0486545085907
97,4,0.1,0.05,15,200,77,0.5637340765127176,0.10233224336144513,58.0486545085907
98,0,0.1,0.1,15,200,80,0.5638495596681258,0.1002004410039882,59.19056615829468
98,1,0.1,0.1,15,200,140,0.5877962314213429,0.08604181771399036,59.19056615829468
98,2,0.1,0.1,15,200,20,0.5426857766245431,0.2285554595453562,59.19056615829468
98,3,0.1,0.1,15,200,49,0.5926362802323148,0.10064097852801594,59.19056615829468
98,4,0.1,0.1,15,200,91,0.5603822109351702,0.12313611158045214,59.19056615829468
99,0,0.1,0.15,15,200,109,0.561021919962644,0.10566400535661807,59.62517576217651
99,1,0.1,0.15,15,200,91,0.5536730615721686,0.08632080194796066,59.62517576217651
99,2,0.1,0.15,15,200,49,0.5686640520837898,0.12359841429527761,59.62517576217651
99,3,0.1,0.15,15,200,103,0.5425781898661547,0.10308302451772265,59.62517576217651
99,4,0.1,0.15,15,200,101,0.5901257065766589,0.09449312754049816,59.62517576217651
108,0,0.4,0.2,15,200,112,0.5884109527822825,0.10383124949749817,32.36164975166321
108,1,0.4,0.2,15,200,90,0.6014918456421697,0.08417462452805015,32.36164975166321
108,2,0.4,0.2,15,200,82,0.5515529303284581,0.11356170132956285,32.36164975166321
108,3,0.4,0.2,15,200,182,0.6027823666926883,0.06669338547907706,32.36164975166321
108,4,0.4,0.2,15,200,80,0.5932731566135934,0.09038869521115123,32.36164975166321
101,0,0.2,0.05,15,200,57,0.5917262753391416,0.10998043002611754,58.59247789382935
101,1,0.2,0.05,15,200,82,0.5642560416790994,0.09554468906295321,58.59247789382935
101,2,0.2,0.05,15,200,66,0.5798228644105112,0.09084117877898429,58.59247789382935
101,3,0.2,0.05,15,200,94,0.5959762769112674,0.09322149456933347,58.59247789382935
101,4,0.2,0.05,15,200,75,0.5926389799028506,0.11285582494620196,58.59247789382935
102,0,0.2,0.1,15,200,68,0.5757837604146623,0.12695218977292191,53.248549461364746
102,1,0.2,0.1,15,200,104,0.5833131677684366,0.09597537631181087,53.248549461364746
102,2,0.2,0.1,15,200,101,0.6036154624454683,0.07316498491035246,53.248549461364746
102,3,0.2,0.1,15,200,88,0.5789769907890538,0.098442545178347,53.248549461364746
102,4,0.2,0.1,15,200,91,0.5760420204942074,0.10256519632715703,53.248549461364746
104,0,0.2,0.2,15,200,73,0.593956293593378,0.09388806228803336,54.15384554862976
104,1,0.2,0.2,15,200,138,0.5942426073697741,0.07943470717628788,54.15384554862976
104,2,0.2,0.2,15,200,70,0.5944177140388773,0.09616068546322286,54.15384554862976
104,3,0.2,0.2,15,200,116,0.5738894828625511,0.07493941766238511,54.15384554862976
104,4,0.2,0.2,15,200,55,0.5688205247211789,0.11729261947723031,54.15384554862976
103,0,0.2,0.15,15,200,39,0.5516656858819565,0.15100607623612208,58.86014823913574
103,1,0.2,0.15,15,200,113,0.5922934048632257,0.08342991593805692,58.86014823913574
103,2,0.2,0.15,15,200,85,0.5817895508306122,0.09527807832867924,58.86014823913574
103,3,0.2,0.15,15,200,97,0.5928852725002512,0.10456284793906079,58.86014823913574
103,4,0.2,0.15,15,200,61,0.5934820610432165,0.09893069247296202,58.86014823913574
105,0,0.4,0.05,15,200,126,0.5971618544609819,0.07769927661189904,57.966937923431395
105,1,0.4,0.05,15,200,124,0.5886815406852525,0.06722342991429212,57.966937923431395
105,2,0.4,0.05,15,200,88,0.5996833434641493,0.09454558436711799,57.966937923431395
105,3,0.4,0.05,15,200,90,0.5948882824153723,0.08899836403315282,57.966937923431395
105,4,0.4,0.05,15,200,88,0.5851683373267582,0.1066196329208156,57.966937923431395
106,0,0.4,0.1,15,200,136,0.6073470075253926,0.07299392570980962,58.36647076606751
106,1,0.4,0.1,15,200,106,0.6065509134440664,0.07392327427071901,58.36647076606751
106,2,0.4,0.1,15,200,57,0.5829402843471451,0.10733424948279587,58.36647076606751
106,3,0.4,0.1,15,200,35,0.5806444862605934,0.1389738304355134,58.36647076606751
106,4,0.4,0.1,15,200,95,0.5901167070711905,0.09170426231548785,58.36647076606751
107,0,0.4,0.15,15,200,73,0.5963414337403037,0.10996234893964461,59.82286558151245
107,1,0.4,0.15,15,200,133,0.60592692446993,0.07816343940775732,59.82286558151245
107,2,0.4,0.15,15,200,112,0.5948212565315512,0.11175275547188876,59.82286558151245
107,3,0.4,0.15,15,200,82,0.607691506864828,0.084984024274008,59.82286558151245
107,4,0.4,0.15,15,200,75,0.5625187407820075,0.09659683604264,59.82286558151245
112,0,0.5,0.2,15,200,49,0.5667117979748089,0.09449796444597183,43.907086086273196
112,1,0.5,0.2,15,200,152,0.6052392946994802,0.07219632881186126,43.907086086273196
112,2,0.5,0.2,15,200,143,0.5967604590383131,0.06790873629987593,43.907086086273196
112,3,0.5,0.2,15,200,181,0.6053901072180565,0.0564845766227297,43.907086086273196
112,4,0.5,0.2,15,200,73,0.6061195443012233,0.10430265043235816,43.907086086273196
109,0,0.5,0.05,15,200,83,0.5769371770385013,0.08713631062279274,56.74441652297973
109,1,0.5,0.05,15,200,72,0.5782094215277556,0.09671017560235828,56.74441652297973
109,2,0.5,0.05,15,200,134,0.6028772434972615,0.059186577132409664,56.74441652297973
109,3,0.5,0.05,15,200,129,0.5984347545693145,0.08052014682404067,56.74441652297973
109,4,0.5,0.05,15,200,89,0.5945334257708589,0.07776610064091558,56.74441652297973
110,0,0.5,0.1,15,200,143,0.5905576292209525,0.07662986540313886,56.86370453834534
110,1,0.5,0.1,15,200,90,0.5896157581603405,0.09219602778432978,56.86370453834534
110,2,0.5,0.1,15,200,68,0.5659538844625427,0.11391763940213995,56.86370453834534
110,3,0.5,0.1,15,200,44,0.586185338887212,0.1082424181203678,56.86370453834534
110,4,0.5,0.1,15,200,94,0.6103936384024407,0.09220854242060547,56.86370453834534
111,0,0.5,0.15,15,200,85,0.5955056166711903,0.08089086273893988,57.604963064193726
111,1,0.5,0.15,15,200,147,0.6020018493812846,0.055546423068701084,57.604963064193726
111,2,0.5,0.15,15,200,52,0.5909432664134866,0.08717235046945436,57.604963064193726
111,3,0.5,0.15,15,200,118,0.6035952937301027,0.09295471538313421,57.604963064193726
111,4,0.5,0.15,15,200,116,0.6103387048814257,0.09356061743858564,57.604963064193726
114,0,0.1,0.1,25,200,68,0.5859258334596835,0.1546535049201649,96.06301169395446
114,1,0.1,0.1,25,200,86,0.5808101086805472,0.1085420841290219,96.06301169395446
114,2,0.1,0.1,25,200,65,0.5481760242763213,0.09871818111068001,96.06301169395446
114,3,0.1,0.1,25,200,151,0.5992256818247759,0.06807629420634238,96.06301169395446
114,4,0.1,0.1,25,200,121,0.5864276533730095,0.07508916240711522,96.06301169395446
115,0,0.1,0.15,25,200,126,0.5877681706060028,0.08257142896121118,103.5829315662384
115,1,0.1,0.15,25,200,128,0.5862148044924383,0.0791112096067633,103.5829315662384
115,2,0.1,0.15,25,200,242,0.603443287717707,0.06636996796352418,103.5829315662384
115,3,0.1,0.15,25,200,129,0.594718500411312,0.07271810100299532,103.5829315662384
115,4,0.1,0.15,25,200,74,0.5913686377637103,0.09120986087027967,103.5829315662384
113,0,0.1,0.05,25,200,61,0.5747045186901709,0.1415226209310187,147.68632168769835
113,1,0.1,0.05,25,200,123,0.5823709248266877,0.07501922718235159,147.68632168769835
113,2,0.1,0.05,25,200,69,0.5910935227397759,0.1043328986141245,147.68632168769835
113,3,0.1,0.05,25,200,49,0.5883650886657367,0.12937862183140533,147.68632168769835
113,4,0.1,0.05,25,200,233,0.5704376292557777,0.07745067884942305,147.68632168769835
117,0,0.2,0.05,25,200,121,0.584156578431777,0.11293609393763099,148.74716935157775
117,1,0.2,0.05,25,200,81,0.5836215343352308,0.08687650171779526,148.74716935157775
117,2,0.2,0.05,25,200,89,0.5950061820804291,0.09288744683143303,148.74716935157775
117,3,0.2,0.05,25,200,70,0.5500285042124685,0.11619695364892026,148.74716935157775
117,4,0.2,0.05,25,200,109,0.5922907319862364,0.06768181746305865,148.74716935157775
118,0,0.2,0.1,25,200,144,0.5984045761706389,0.07695074717477106,151.14528431892396
118,1,0.2,0.1,25,200,98,0.5709095090630926,0.11217782089751287,151.14528431892396
118,2,0.2,0.1,25,200,63,0.5825472423216677,0.07288431495686215,151.14528431892396
118,3,0.2,0.1,25,200,114,0.5805669449220758,0.10419327079320921,151.14528431892396
118,4,0.2,0.1,25,200,96,0.5948391548042723,0.09955912602170197,151.14528431892396
116,0,0.1,0.2,25,200,108,0.5488215659872834,0.10465228051942166,160.0069470882416
116,1,0.1,0.2,25,200,60,0.5657339708484734,0.08200276668157289,160.0069470882416
116,2,0.1,0.2,25,200,256,0.6059707436825446,0.06683015080272892,160.0069470882416
116,3,0.1,0.2,25,200,253,0.5969465909185165,0.06833790091522192,160.0069470882416
116,4,0.1,0.2,25,200,202,0.5979004963950894,0.07286007788534664,160.0069470882416
119,0,0.2,0.15,25,200,156,0.5950466787128874,0.08535409745744753,154.7205030441284
119,1,0.2,0.15,25,200,117,0.5774378418499513,0.07311650421502487,154.7205030441284
119,2,0.2,0.15,25,200,30,0.5459685802641094,0.1903967253537713,154.7205030441284
119,3,0.2,0.15,25,200,136,0.5951542644157383,0.06754567731261635,154.7205030441284
119,4,0.2,0.15,25,200,175,0.600696938916418,0.07528948584722056,154.7205030441284
125,0,0.5,0.05,25,200,111,0.5955608799577039,0.07620867919159277,68.7519356250763
125,1,0.5,0.05,25,200,63,0.5828445028156224,0.10748053245820294,68.7519356250763
125,2,0.5,0.05,25,200,72,0.5894667787937501,0.11677759429770704,68.7519356250763
125,3,0.5,0.05,25,200,129,0.6061371090706817,0.07751222911563801,68.7519356250763
125,4,0.5,0.05,25,200,152,0.592285474133226,0.07616185083018526,68.7519356250763
120,0,0.2,0.2,25,200,122,0.5648916954264153,0.0807437592439497,149.69447779655457
120,1,0.2,0.2,25,200,77,0.5898880792244896,0.09708114682946199,149.69447779655457
120,2,0.2,0.2,25,200,39,0.5913698655346472,0.11291981359927687,149.69447779655457
120,3,0.2,0.2,25,200,115,0.6036535712718123,0.0720142721611595,149.69447779655457
120,4,0.2,0.2,25,200,126,0.5959935498997306,0.07670545668087239,149.69447779655457
122,0,0.4,0.1,25,200,132,0.598864859580068,0.07822017657361995,139.9015760421753
122,1,0.4,0.1,25,200,236,0.6050708618893231,0.0706745685044856,139.9015760421753
122,2,0.4,0.1,25,200,188,0.6023696423980445,0.0602227831798314,139.9015760421753
122,3,0.4,0.1,25,200,130,0.6217634359417019,0.06662873179800566,139.9015760421753
122,4,0.4,0.1,25,200,147,0.6004710588968154,0.0746678306225619,139.9015760421753
121,0,0.4,0.05,25,200,80,0.5891699412040518,0.10302194953854647,148.3676510334015
121,1,0.4,0.05,25,200,87,0.5924374103192036,0.09158361687196807,148.3676510334015
121,2,0.4,0.05,25,200,54,0.5862861159152514,0.11250314809389646,148.3676510334015
121,3,0.4,0.05,25,200,132,0.5996049147998472,0.07272933829747988,148.3676510334015
121,4,0.4,0.05,25,200,93,0.5885418677649128,0.08835481481362245,148.3676510334015
131,0,0.1,0.15,8,500,39,0.5888121035910029,0.15214423199943483,26.929541444778444
131,1,0.1,0.15,8,500,54,0.5834490192545888,0.10565908660501894,26.929541444778444
131,2,0.1,0.15,8,500,41,0.581545133334956,0.1450096948043702,26.929541444778444
131,3,0.1,0.15,8,500,82,0.5696541625555989,0.09369049024698332,26.929541444778444
131,4,0.1,0.15,8,500,113,0.598751587794106,0.07758882406663717,26.929541444778444
123,0,0.4,0.15,25,200,160,0.6073733137789412,0.06309015097997057,154.87634978294372
123,1,0.4,0.15,25,200,79,0.5618574219076321,0.08127190420646034,154.87634978294372
123,2,0.4,0.15,25,200,181,0.6101429536482056,0.06355879045010364,154.87634978294372
123,3,0.4,0.15,25,200,150,0.5952177598442265,0.07816556145891211,154.87634978294372
123,4,0.4,0.15,25,200,106,0.6010672020727589,0.08177385176835555,154.87634978294372
129,0,0.1,0.05,8,500,71,0.5860744824354227,0.08471050529684952,46.48536829948425
129,1,0.1,0.05,8,500,106,0.5984577324010733,0.07323462461338034,46.48536829948425
129,2,0.1,0.05,8,500,104,0.5927131354614523,0.0763077814850266,46.48536829948425
129,3,0.1,0.05,8,500,116,0.5765734919665048,0.08683903615341897,46.48536829948425
129,4,0.1,0.05,8,500,59,0.5736787646439447,0.11113904920286276,46.48536829948425
130,0,0.1,0.1,8,500,74,0.5835678638208232,0.10160815034465584,45.88969869613648
